plant_code,plant_name,state,county,unit,EIA,EIA_proposed,NEEDS,CAPD,NESHAP
60926,St. Charles Power Station (LA),Louisiana,St Charles,2,TRUE,FALSE,TRUE,TRUE,FALSE
60926,St. Charles Power Station (LA),Louisiana,St Charles,3,TRUE,FALSE,TRUE,TRUE,FALSE
60927,Lake Charles Power,Louisiana,Calcasieu,1,TRUE,FALSE,TRUE,TRUE,FALSE
60927,Lake Charles Power,Louisiana,Calcasieu,2,TRUE,FALSE,TRUE,TRUE,FALSE
60927,Lake Charles Power,Louisiana,Calcasieu,3,TRUE,FALSE,TRUE,TRUE,FALSE
60928,New Orleans Power,Louisiana,Orleans,1,FALSE,FALSE,TRUE,FALSE,FALSE
61028,Hickory Run Energy Station,Pennsylvania,Lawrence,1,TRUE,FALSE,TRUE,TRUE,FALSE
61028,Hickory Run Energy Station,Pennsylvania,Lawrence,2,TRUE,FALSE,TRUE,TRUE,FALSE
61028,Hickory Run Energy Station,Pennsylvania,Lawrence,3,TRUE,FALSE,TRUE,TRUE,FALSE
61035,Birdsboro Power,Pennsylvania,Berks,1,TRUE,FALSE,TRUE,TRUE,FALSE
61144,Astoria Station,South Dakota,Deuel,1,TRUE,FALSE,TRUE,TRUE,FALSE
61241,Tres City Power LLC,Texas,Victoria,1,TRUE,FALSE,TRUE,TRUE,FALSE
61241,Tres City Power LLC,Texas,Victoria,2,TRUE,FALSE,TRUE,TRUE,FALSE
61242,"Tres Port Power, LLC",Texas,Victoria,1,TRUE,FALSE,TRUE,TRUE,FALSE
61242,"Tres Port Power, LLC",Texas,Victoria,2,TRUE,FALSE,TRUE,TRUE,FALSE
61322,Long Ridge Energy Generation,Ohio,Monroe,1,TRUE,FALSE,TRUE,TRUE,FALSE
61675,NCSU CCUP Cogeneration Plant,North Carolina,Wake,1,TRUE,FALSE,TRUE,FALSE,FALSE
61956,MCRD Parris Island PV Hybrid,South Carolina,Beaufort,1,TRUE,FALSE,TRUE,FALSE,FALSE
61966,Victoria Port Power II LLC,Texas,Victoria,1,TRUE,FALSE,TRUE,TRUE,FALSE
61966,Victoria Port Power II LLC,Texas,Victoria,2,TRUE,FALSE,TRUE,TRUE,FALSE
62022,Lincoln Land Energy Center,Illinois,Sangamon,1,FALSE,TRUE,FALSE,FALSE,FALSE
62022,Lincoln Land Energy Center,Illinois,Sangamon,2,FALSE,TRUE,FALSE,FALSE,FALSE
62115,AES Alamitos Energy Center,California,Los Angeles,1,TRUE,FALSE,TRUE,FALSE,FALSE
62115,AES Alamitos Energy Center,California,Los Angeles,2,TRUE,FALSE,TRUE,FALSE,FALSE
62115,AES Alamitos Energy Center,California,Los Angeles,3,TRUE,FALSE,TRUE,FALSE,FALSE
62116,AES Huntington Beach Energy Project,California,Orange,1,TRUE,FALSE,TRUE,FALSE,FALSE
62116,AES Huntington Beach Energy Project,California,Orange,2,TRUE,FALSE,TRUE,FALSE,FALSE
62116,AES Huntington Beach Energy Project,California,Orange,3,TRUE,FALSE,TRUE,FALSE,FALSE
62192,Blue Water Energy Center,Michigan,St Clair,1,TRUE,FALSE,TRUE,TRUE,FALSE
62192,Blue Water Energy Center,Michigan,St Clair,2,TRUE,FALSE,TRUE,TRUE,FALSE
62192,Blue Water Energy Center,Michigan,St Clair,3,TRUE,FALSE,TRUE,TRUE,FALSE
62289,Dearborn Energy Center,Michigan,Wayne,1,TRUE,FALSE,TRUE,FALSE,FALSE
62289,Dearborn Energy Center,Michigan,Wayne,2,TRUE,FALSE,TRUE,FALSE,FALSE
62289,Dearborn Energy Center,Michigan,Wayne,3,TRUE,FALSE,TRUE,FALSE,FALSE
62449,Kimberly Clark Mobile - CHP Plant,Alabama,Mobile,1,TRUE,FALSE,FALSE,FALSE,FALSE
62449,Kimberly Clark Mobile - CHP Plant,Alabama,Mobile,2,TRUE,FALSE,FALSE,FALSE,FALSE
62548,SJRR Power LLC,Texas,Harris,1,TRUE,FALSE,TRUE,TRUE,FALSE
62548,SJRR Power LLC,Texas,Harris,2,TRUE,FALSE,TRUE,TRUE,FALSE
62565,"Hill Top Energy Center, LLC",Pennsylvania,Greene,1,TRUE,FALSE,TRUE,TRUE,FALSE
62641,Morehead Generating Facility,Kentucky,Rowan,1,FALSE,FALSE,TRUE,FALSE,FALSE
62926,"Jackson Generation, LLC",Illinois,Will,1,TRUE,FALSE,TRUE,TRUE,FALSE
62926,"Jackson Generation, LLC",Illinois,Will,2,TRUE,FALSE,TRUE,TRUE,FALSE
62949,Guernsey Power Station,Ohio,Guernsey,1,TRUE,FALSE,TRUE,TRUE,FALSE
62949,Guernsey Power Station,Ohio,Guernsey,2,TRUE,FALSE,TRUE,TRUE,FALSE
62949,Guernsey Power Station,Ohio,Guernsey,3,TRUE,FALSE,TRUE,TRUE,FALSE
63063,Duke Energy CHP at Clemson University,South Carolina,Pickens,1,TRUE,FALSE,TRUE,FALSE,FALSE
63259,Delta Energy Park,Michigan,Eaton,1,TRUE,FALSE,TRUE,TRUE,FALSE
63259,Delta Energy Park,Michigan,Eaton,2,TRUE,FALSE,TRUE,TRUE,FALSE
63259,Delta Energy Park,Michigan,Eaton,3,TRUE,FALSE,TRUE,TRUE,FALSE
63259,Delta Energy Park,Michigan,Eaton,4,TRUE,FALSE,TRUE,TRUE,FALSE
63335,HO Clarke Generating,Texas,Harris,1,TRUE,FALSE,TRUE,TRUE,FALSE
63335,HO Clarke Generating,Texas,Harris,2,TRUE,FALSE,TRUE,TRUE,FALSE
63335,HO Clarke Generating,Texas,Harris,3,TRUE,FALSE,TRUE,TRUE,FALSE
63335,HO Clarke Generating,Texas,Harris,4,TRUE,FALSE,TRUE,TRUE,FALSE
63335,HO Clarke Generating,Texas,Harris,5,TRUE,FALSE,TRUE,TRUE,FALSE
63335,HO Clarke Generating,Texas,Harris,6,TRUE,FALSE,TRUE,TRUE,FALSE
63335,HO Clarke Generating,Texas,Harris,7,TRUE,FALSE,TRUE,TRUE,FALSE
63335,HO Clarke Generating,Texas,Harris,8,TRUE,FALSE,TRUE,TRUE,FALSE
63423,BYU Central Heating Plant,Utah,Utah,1,TRUE,FALSE,TRUE,FALSE,FALSE
63535,Solar BESS Hybrid,Georgia,Cobb,1,TRUE,FALSE,TRUE,FALSE,FALSE
63559,MMWEC Simple Cycle Gas Turbine,Massachusetts,Essex,1,FALSE,TRUE,TRUE,FALSE,FALSE
63688,Topaz Generating,Texas,Galveston,1,TRUE,FALSE,TRUE,TRUE,FALSE
63688,Topaz Generating,Texas,Galveston,2,TRUE,FALSE,TRUE,TRUE,FALSE
63688,Topaz Generating,Texas,Galveston,3,TRUE,FALSE,TRUE,TRUE,FALSE
63688,Topaz Generating,Texas,Galveston,4,TRUE,FALSE,TRUE,TRUE,FALSE
63688,Topaz Generating,Texas,Galveston,5,TRUE,FALSE,TRUE,TRUE,FALSE
63688,Topaz Generating,Texas,Galveston,6,TRUE,FALSE,TRUE,TRUE,FALSE
63688,Topaz Generating,Texas,Galveston,7,TRUE,FALSE,TRUE,TRUE,FALSE
63688,Topaz Generating,Texas,Galveston,8,TRUE,FALSE,TRUE,TRUE,FALSE
63688,Topaz Generating,Texas,Galveston,9,TRUE,FALSE,TRUE,TRUE,FALSE
63688,Topaz Generating,Texas,Galveston,10,TRUE,FALSE,TRUE,TRUE,FALSE
63802,Shady Hills Combined Cycle Facility,Florida,Pasco,1,FALSE,TRUE,FALSE,FALSE,FALSE
63911,MEC North,Michigan,Calhoun,1,FALSE,TRUE,FALSE,FALSE,FALSE
63912,MEC South,Michigan,Calhoun,1,FALSE,TRUE,FALSE,FALSE,FALSE
63931,CPV Three Rivers Energy Center,Illinois,Grundy,1,TRUE,FALSE,TRUE,TRUE,FALSE
63931,CPV Three Rivers Energy Center,Illinois,Grundy,2,TRUE,FALSE,TRUE,TRUE,FALSE
63977,Central Generating,Michigan,Montcalm,1,FALSE,FALSE,TRUE,FALSE,FALSE
64020,West Riverside Energy Center,Wisconsin,Rock,1,TRUE,FALSE,TRUE,FALSE,FALSE
64020,West Riverside Energy Center,Wisconsin,Rock,2,TRUE,FALSE,TRUE,FALSE,FALSE
64020,West Riverside Energy Center,Wisconsin,Rock,3,TRUE,FALSE,TRUE,FALSE,FALSE
64241,Maryland Bioenergy Center (Jessup),Maryland,Howard,1,TRUE,FALSE,TRUE,FALSE,FALSE
64383,Braes Bayou Plant,Texas,Fort Bend,1,TRUE,FALSE,TRUE,TRUE,FALSE
64383,Braes Bayou Plant,Texas,Fort Bend,2,TRUE,FALSE,TRUE,TRUE,FALSE
64383,Braes Bayou Plant,Texas,Fort Bend,3,TRUE,FALSE,TRUE,TRUE,FALSE
64383,Braes Bayou Plant,Texas,Fort Bend,4,TRUE,FALSE,TRUE,TRUE,FALSE
64383,Braes Bayou Plant,Texas,Fort Bend,5,TRUE,FALSE,TRUE,TRUE,FALSE
64383,Braes Bayou Plant,Texas,Fort Bend,6,TRUE,FALSE,TRUE,TRUE,FALSE
64383,Braes Bayou Plant,Texas,Fort Bend,7,TRUE,FALSE,TRUE,TRUE,FALSE
64383,Braes Bayou Plant,Texas,Fort Bend,8,TRUE,FALSE,TRUE,TRUE,FALSE
64505,Flathead Landfill to Gas Energy Facility,Montana,Flathead,1,FALSE,FALSE,TRUE,FALSE,FALSE
64547,Turtle Creek,Nebraska,Sarpy,1,FALSE,TRUE,FALSE,FALSE,FALSE
64547,Turtle Creek,Nebraska,Sarpy,2,FALSE,TRUE,FALSE,FALSE,FALSE
64854,Primient,Indiana,Tippecanoe,1,TRUE,FALSE,FALSE,FALSE,FALSE
64854,Primient,Indiana,Tippecanoe,2,TRUE,FALSE,FALSE,FALSE,FALSE
65372,Mark One Power Station,Texas,Brazoria,1,TRUE,FALSE,TRUE,TRUE,FALSE
65372,Mark One Power Station,Texas,Brazoria,2,TRUE,FALSE,TRUE,TRUE,FALSE
65372,Mark One Power Station,Texas,Brazoria,3,TRUE,FALSE,TRUE,TRUE,FALSE
65372,Mark One Power Station,Texas,Brazoria,4,TRUE,FALSE,TRUE,TRUE,FALSE
65372,Mark One Power Station,Texas,Brazoria,5,TRUE,FALSE,TRUE,TRUE,FALSE
65372,Mark One Power Station,Texas,Brazoria,6,TRUE,FALSE,TRUE,TRUE,FALSE
65373,Brotman Power Station,Texas,Brazoria,1,TRUE,FALSE,TRUE,TRUE,FALSE
65373,Brotman Power Station,Texas,Brazoria,2,TRUE,FALSE,TRUE,TRUE,FALSE
65373,Brotman Power Station,Texas,Brazoria,3,TRUE,FALSE,TRUE,TRUE,FALSE
65373,Brotman Power Station,Texas,Brazoria,4,TRUE,FALSE,TRUE,TRUE,FALSE
65373,Brotman Power Station,Texas,Brazoria,5,TRUE,FALSE,TRUE,TRUE,FALSE
65373,Brotman Power Station,Texas,Brazoria,6,TRUE,FALSE,TRUE,TRUE,FALSE
65373,Brotman Power Station,Texas,Brazoria,7,FALSE,FALSE,FALSE,TRUE,FALSE
65373,Brotman Power Station,Texas,Brazoria,8,FALSE,FALSE,FALSE,TRUE,FALSE
65400,Purdue CHP,Indiana,Tippecanoe,1,TRUE,FALSE,TRUE,FALSE,FALSE
65405,"Flint Hills Resources Pine Bend, LLC",Minnesota,Dakota,1,TRUE,FALSE,TRUE,FALSE,FALSE
65405,"Flint Hills Resources Pine Bend, LLC",Minnesota,Dakota,2,TRUE,FALSE,TRUE,FALSE,FALSE
65512,"Kansas Ethanol, LLC",Kansas,Rice,1,TRUE,FALSE,TRUE,FALSE,FALSE
65978,Dania Beach 7,Florida,Broward,1,TRUE,FALSE,TRUE,FALSE,FALSE
65978,Dania Beach 7,Florida,Broward,2,TRUE,FALSE,TRUE,FALSE,FALSE
65978,Dania Beach 7,Florida,Broward,3,TRUE,FALSE,TRUE,FALSE,FALSE
66018,Norton Powerhouse 2,Massachusetts,Worcester,1,TRUE,FALSE,TRUE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,1,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,2,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,3,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,4,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,5,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,6,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,7,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,8,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,9,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,10,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,11,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,12,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,13,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,14,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,15,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,16,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,17,FALSE,TRUE,FALSE,FALSE,FALSE
66478,NTEC Gas Plant,New Mexico,San Juan,18,FALSE,TRUE,FALSE,FALSE,FALSE
66600,Bushy Park Combustion Turbine Facility,South Carolina,Berkeley,1,FALSE,TRUE,FALSE,FALSE,FALSE
66601,NRG THW GT Electric Generating Station,Texas,Harris,1,FALSE,TRUE,FALSE,FALSE,FALSE
66601,NRG THW GT Electric Generating Station,Texas,Harris,2,FALSE,TRUE,FALSE,FALSE,FALSE
66604,Remy Jade Power Station,Texas,Harris,1,FALSE,TRUE,FALSE,FALSE,FALSE
66604,Remy Jade Power Station,Texas,Harris,2,FALSE,TRUE,FALSE,FALSE,FALSE
66604,Remy Jade Power Station,Texas,Harris,3,FALSE,TRUE,FALSE,FALSE,FALSE
66604,Remy Jade Power Station,Texas,Harris,4,FALSE,TRUE,FALSE,FALSE,FALSE
66604,Remy Jade Power Station,Texas,Harris,5,FALSE,TRUE,FALSE,FALSE,FALSE
66604,Remy Jade Power Station,Texas,Harris,6,FALSE,TRUE,FALSE,FALSE,FALSE
66604,Remy Jade Power Station,Texas,Harris,7,FALSE,TRUE,FALSE,FALSE,FALSE
66604,Remy Jade Power Station,Texas,Harris,8,FALSE,TRUE,FALSE,FALSE,FALSE
66621,Orange County Advanced Power Station,Texas,Orange,1,FALSE,TRUE,FALSE,FALSE,FALSE
66621,Orange County Advanced Power Station,Texas,Orange,2,FALSE,TRUE,FALSE,FALSE,FALSE
66621,Orange County Advanced Power Station,Texas,Orange,3,FALSE,TRUE,FALSE,FALSE,FALSE
66918,Trumbull Energy Center,Ohio,Trumbull,1,FALSE,TRUE,FALSE,FALSE,FALSE
66918,Trumbull Energy Center,Ohio,Trumbull,2,FALSE,TRUE,FALSE,FALSE,FALSE
66918,Trumbull Energy Center,Ohio,Trumbull,3,FALSE,TRUE,FALSE,FALSE,FALSE
67005,Magnolia Power,Louisiana,Iberville,1,FALSE,TRUE,FALSE,FALSE,FALSE
67262,Ripley Energy Center,Oklahoma,Payne,1,FALSE,TRUE,FALSE,FALSE,FALSE
67263,Turney Energy Center,Missouri,Clinton,1,FALSE,TRUE,FALSE,FALSE,FALSE
67265,CHP Plant,NA,District of Columbia,1,FALSE,TRUE,FALSE,FALSE,FALSE
67445,Logan City 2,Utah,Cache,1,FALSE,TRUE,FALSE,FALSE,FALSE
67445,Logan City 2,Utah,Cache,2,FALSE,TRUE,FALSE,FALSE,FALSE
67445,Logan City 2,Utah,Cache,3,FALSE,TRUE,FALSE,FALSE,FALSE
67445,Logan City 2,Utah,Cache,4,FALSE,TRUE,FALSE,FALSE,FALSE
67500,"FPEC, LLC",Texas,Freestone,1,FALSE,TRUE,FALSE,FALSE,FALSE
67500,"FPEC, LLC",Texas,Freestone,2,FALSE,TRUE,FALSE,FALSE,FALSE
67576,Castle Bluff Energy Center,Missouri,St Louis,1,FALSE,TRUE,FALSE,FALSE,FALSE
67576,Castle Bluff Energy Center,Missouri,St Louis,2,FALSE,TRUE,FALSE,FALSE,FALSE
67576,Castle Bluff Energy Center,Missouri,St Louis,3,FALSE,TRUE,FALSE,FALSE,FALSE
NA,Dania Beach (Part of Lauderdale Plant),Florida,Broward,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,"Puerto Rico Electric Power Authority, Palo Seco",NA,Toa Baja,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Big Bend Station,Florida,Hillsborough,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Northern Natural Gas Co - Bushton,Kansas,Rice,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Northern Natural Gas Co - Mullinville,Kansas,Kiowa,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Northern Natural Gas Co - Beatrice,Nebraska,Gage,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Gulf Clean Energy Center (formerly Plant Crist),Florida,Escambia,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Naval Station Norfolk (NAVSTA Norfolk),Virginia,Norfolk City,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Primary Products Ingredients Americas,Indiana,Tippecanoe,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Perulack Compressor Station,Pennsylvania,Juniata,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cherokee Station,Colorado,Denver,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,University of Michigan Central Power Plant,Michigan,Washtenaw,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,DTE Gas - Willow Run Compressor Station,Michigan,Washtenaw,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,DTE Gas Milford Compressor Station,Michigan,Oakland,1,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Dania Beach (Part of Lauderdale Plant),Florida,Broward,2,FALSE,FALSE,FALSE,FALSE,TRUE
NA,"Puerto Rico Electric Power Authority, Palo Seco",NA,Toa Baja,2,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,2,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Big Bend Station,Florida,Hillsborough,2,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Gulf Clean Energy Center (formerly Plant Crist),Florida,Escambia,2,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Primary Products Ingredients Americas,Indiana,Tippecanoe,2,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Perulack Compressor Station,Pennsylvania,Juniata,2,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cherokee Station,Colorado,Denver,2,FALSE,FALSE,FALSE,FALSE,TRUE
NA,DTE Gas Milford Compressor Station,Michigan,Oakland,2,FALSE,FALSE,FALSE,FALSE,TRUE
NA,"Puerto Rico Electric Power Authority, Palo Seco",NA,Toa Baja,3,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,3,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Gulf Clean Energy Center (formerly Plant Crist),Florida,Escambia,3,FALSE,FALSE,FALSE,FALSE,TRUE
NA,DTE Gas Milford Compressor Station,Michigan,Oakland,3,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,4,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Gulf Clean Energy Center (formerly Plant Crist),Florida,Escambia,4,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,5,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,6,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,7,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,8,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,9,FALSE,FALSE,FALSE,FALSE,TRUE
NA,Cameron LNG,Louisiana,Cameron Parish,10,FALSE,FALSE,FALSE,FALSE,TRUE
