sector_name,is_CHP,state,county,plant_name,plant_code,unit_id,generator_id,prime_mover,nameplate_capacity_mw_EIA,nameplate_capacity_mw_CAPD,nameplate_capacity_mw_NESHAP,capacity_factor_percent,has_SCR_EIA,has_SCR_NEEDS,has_SCR_CAPD,has_SCR_NESHAP,energy_source_1,energy_source_2,energy_source_3,energy_source_4,energy_source_5,energy_source_6,is_multifuel_EIA,is_multifuel_NESHAP,is_fuel_switching,is_cofire,operating_year_EIA,operating_year_CAPD,permit_construction_date,turbine_make,turbine_model,emission_unit_description,x_coordinate,y_coordinate
IPP Non-CHP,FALSE,New York,Dutchess,Cricket Valley Energy,57185,CCG3,"ST3 (174.3), CT3 (236.3)",CT/CA,437.5,410.6,NA,50.8,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2020,NA,NA,NA,NA,-73.581111,41.676111
Electric Utility,FALSE,North Dakota,McKenzie,Lonesome Creek Station,57943,6,06 (45.2),GT,60.5,45.2,NA,34.9,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-103.57861,47.796667
Commercial CHP,TRUE,California,San Bernardino,Energy Center,58168,TURB1,TURB1,GT,0.3,NA,NA,NA,NA,NA,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2019,NA,NA,NA,NA,NA,-117.163889,34.063056
Commercial CHP,TRUE,California,San Bernardino,Energy Center,58168,TURB2,TURB2,GT,0.3,NA,NA,NA,NA,NA,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2019,NA,NA,NA,NA,NA,-117.163889,34.063056
Commercial CHP,TRUE,California,San Bernardino,Energy Center,58168,TURB3,TURB3,GT,0.3,NA,NA,NA,NA,NA,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2019,NA,NA,NA,NA,NA,-117.163889,34.063056
Commercial CHP,TRUE,Pennsylvania,Centre,West Campus Steam Plant,58194,CT2,CT2,GT,6.1,NA,NA,NA,NA,NA,NA,NA,NG,DFO,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,2021,NA,NA,NA,NA,NA,-77.864722,40.792778
Commercial CHP,TRUE,Arizona,Maricopa,Arizona State University CHP,58199,G2,G2,GT,7.9,NA,NA,NA,NA,NA,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2019,NA,NA,NA,NA,NA,-111.928333,33.417222
Industrial CHP,TRUE,Pennsylvania,Beaver,Shell Chemical Appalachia LLC,58933,COGN,"GTG1 (41), STG2 (75), STG1 (75)",CT/CA,102.72,91,NA,77.6,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2021,NA,NA,NA,NA,-80.336389,40.671667
Industrial CHP,TRUE,Pennsylvania,Beaver,Shell Chemical Appalachia LLC,58933,COGN,"STG1 (75), GTG3 (41), STG2 (75)",CT/CA,102.72,91,NA,75.9,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2021,NA,NA,NA,NA,-80.336389,40.671667
Industrial CHP,TRUE,Pennsylvania,Beaver,Shell Chemical Appalachia LLC,58933,COGN,"STG2 (75), GTG2 (41), STG1 (75)",CT/CA,102.72,91,NA,75.7,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2021,NA,NA,NA,NA,-80.336389,40.671667
IPP CHP,TRUE,New Jersey,Mercer,Bristol Myers Squibb Lawrenceville,58947,TG102,TG102,GT,5.6,NA,NA,NA,NA,FALSE,NA,NA,NG,DFO,NA,NA,NA,NA,TRUE,NA,TRUE,NA,2021,NA,NA,NA,NA,NA,-74.707778,40.324722
Industrial CHP,TRUE,Texas,Brazoria,Freeport LP Pretreatment Facility,59145,65GTG,65GTG,GT,87,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,NA,NA,NA,NA,NA,-95.306944,28.979167
Commercial CHP,TRUE,New York,Albany,Albany Medical Ctr Cogen Plant,59453,GTG1A,GTG1A,GT,4.3,NA,NA,NA,NA,NA,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2020,NA,NA,NA,NA,NA,-73.7777,42.655
IPP Non-CHP,FALSE,Massachusetts,Norfolk,Exelon West Medway II LLC,59882,4,4 (100),GT,131.8,100,NA,8.7,NA,TRUE,TRUE,NA,NG,KER,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,2019,2019,NA,NA,NA,NA,-71.4447,42.137218
IPP Non-CHP,FALSE,Massachusetts,Norfolk,Exelon West Medway II LLC,59882,5,5 (100),GT,131.8,100,NA,10,NA,TRUE,TRUE,NA,NG,KER,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,2019,2019,NA,NA,NA,NA,-71.4447,42.137218
Electric Utility,FALSE,Florida,Okeechobee,Okeechobee Clean Energy Center,60345,CC1,1A,CT/CA,572.39,NA,NA,NA,FALSE,TRUE,NA,NA,NG,DFO,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,2019,NA,NA,NA,NA,NA,-80.791111,27.634167
Electric Utility,FALSE,Florida,Okeechobee,Okeechobee Clean Energy Center,60345,CC1,1B,CT/CA,572.39,NA,NA,NA,FALSE,TRUE,NA,NA,NG,DFO,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,2019,NA,NA,NA,NA,NA,-80.791111,27.634167
Electric Utility,FALSE,Florida,Okeechobee,Okeechobee Clean Energy Center,60345,CC1,1C,CT/CA,572.39,NA,NA,NA,FALSE,TRUE,NA,NA,NG,DFO,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,2019,NA,NA,NA,NA,NA,-80.791111,27.634167
IPP Non-CHP,FALSE,Ohio,Columbiana,South Field Energy,60356,UNT1,"STG1 (260), CTG1 (345)",CT/CA,605.2,605,NA,76.4,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2021,2021,NA,NA,NA,NA,-80.678245,40.63534
IPP Non-CHP,FALSE,Ohio,Columbiana,South Field Energy,60356,UNT2,"CTG2 (345), STG2 (260)",CT/CA,605.2,605,NA,71.4,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2021,2021,NA,NA,NA,NA,-80.678245,40.63534
IPP Non-CHP,FALSE,Illinois,Lee,Invenergy Nelson Expansion LLC,60387,GEN3,GEN3 (190),GT,190,190,NA,7.8,NA,FALSE,FALSE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2023,NA,NA,NA,NA,-89.606528,41.774417
IPP Non-CHP,FALSE,Illinois,Lee,Invenergy Nelson Expansion LLC,60387,GEN4,GEN4 (190),GT,190,190,NA,6.9,NA,FALSE,FALSE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2023,NA,NA,NA,NA,-89.606528,41.774417
IPP Non-CHP,FALSE,Pennsylvania,Cambria,CPV Fairview Energy Center,60589,CC1,"CTGEN1 (336), ST-1 (292)",CT/CA,598.5,482,NA,74.4,TRUE,TRUE,TRUE,NA,NG,OG,NA,NA,NA,NA,TRUE,NA,FALSE,TRUE,2019,2019,NA,NA,NA,NA,-78.855,40.412
IPP Non-CHP,FALSE,Pennsylvania,Cambria,CPV Fairview Energy Center,60589,CC1,"ST-1 (292), CTGEN2 (336)",CT/CA,598.5,482,NA,66.9,TRUE,TRUE,TRUE,NA,NG,OG,NA,NA,NA,NA,TRUE,NA,FALSE,TRUE,2019,2019,NA,NA,NA,NA,-78.855,40.412
IPP Non-CHP,FALSE,California,Orange,Stanton Energy Reliability Center Hybrid,60698,GT1,GT1 (60.5),GT,70.5,60.5,NA,0.3,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2020,2020,NA,NA,NA,NA,-117.985758,33.806801
IPP Non-CHP,FALSE,California,Orange,Stanton Energy Reliability Center Hybrid,60698,GT2,GT2 (60.5),GT,70.5,60.5,NA,0.4,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2020,2020,NA,NA,NA,NA,-117.985758,33.806801
NA,NA,Texas,Harris,NET Power La Porte Station,60910,1GT,NPLPS (25.5),combustion turbine,NA,25.5,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,NA,NA,NA,-95.0541,29.6468
Electric Utility,FALSE,Texas,Montgomery,Montgomery County,60925,PB01,"1B (250), 1C (500)",CT/CA,500,500,NA,63.7,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2020,NA,NA,NA,NA,-95.5275,30.44083
Electric Utility,FALSE,Texas,Montgomery,Montgomery County,60925,PB01,"1C (500), 1A (250)",CT/CA,500,500,NA,66.1,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2020,NA,NA,NA,NA,-95.5275,30.44083
Electric Utility,FALSE,Louisiana,St Charles,St. Charles Power Station (LA),60926,PB01,"1A (258), 1C (453)",CT/CA,500,484.5,NA,56,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2019,2019,NA,NA,NA,NA,-90.460833,30.01
Electric Utility,FALSE,Louisiana,St Charles,St. Charles Power Station (LA),60926,PB01,"1B (258), 1C (453)",CT/CA,500,484.5,NA,55.4,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2019,2019,NA,NA,NA,NA,-90.460833,30.01
Electric Utility,FALSE,Louisiana,Calcasieu,Lake Charles Power,60927,PB01,"1A (257), 1C (452.5)",CT/CA,500,483.25,NA,61.1,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2020,NA,NA,NA,NA,-93.28861,30.27099
Electric Utility,FALSE,Louisiana,Calcasieu,Lake Charles Power,60927,PB01,"1B (257), 1C (452.5)",CT/CA,500,483.25,NA,62.3,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2020,NA,NA,NA,NA,-93.28861,30.27099
IPP Non-CHP,FALSE,Pennsylvania,Lawrence,Hickory Run Energy Station,61028,HRES,"CTG1 (311), STG1 (450)",CT/CA,516.85,536,NA,72.1,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2019,NA,NA,NA,NA,-80.43,40.994444
IPP Non-CHP,FALSE,Pennsylvania,Lawrence,Hickory Run Energy Station,61028,HRES,"STG1 (450), CTG2 (311)",CT/CA,516.85,536,NA,72.1,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2019,NA,NA,NA,NA,-80.43,40.994444
IPP Non-CHP,FALSE,Pennsylvania,Berks,Birdsboro Power,61035,GEN1,GEN1 (488),CS,525,488,NA,70.5,FALSE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2019,2019,NA,NA,NA,NA,-75.799669,40.268522
Electric Utility,FALSE,South Dakota,Deuel,Astoria Station,61144,1,1 (349),GT,349,349,NA,16.1,NA,FALSE,FALSE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2021,2021,NA,NA,NA,NA,-96.55942,44.574965
IPP Non-CHP,FALSE,Texas,Victoria,Tres City Power LLC,61241,VC-1,VC-1 (50),GT,50,50,NA,6.7,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2020,2019,NA,NA,NA,NA,-97.0093,28.7853
IPP Non-CHP,FALSE,Texas,Victoria,Tres City Power LLC,61241,VC-2,VC-2 (50),GT,50,50,NA,2.9,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2020,2019,NA,NA,NA,NA,-97.0093,28.7853
IPP Non-CHP,FALSE,Texas,Victoria,"Tres Port Power, LLC",61242,VP-1,VP-1 (50),GT,50,50,NA,6.6,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,2019,NA,NA,NA,NA,-96.9453,28.69637
IPP Non-CHP,FALSE,Texas,Victoria,"Tres Port Power, LLC",61242,VP-2,VP-2 (50),GT,50,50,NA,5.9,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,2019,NA,NA,NA,NA,-96.9453,28.69637
IPP Non-CHP,FALSE,Ohio,Monroe,Long Ridge Energy Generation,61322,HPPP1,HPPP1 (521.9),CS,521.9,521.9,NA,82.2,FALSE,TRUE,TRUE,NA,NG,H2,NA,NA,NA,NA,TRUE,NA,FALSE,TRUE,2021,2021,NA,NA,NA,NA,-80.84552,39.70257
Commercial CHP,TRUE,North Carolina,Wake,NCSU CCUP Cogeneration Plant,61675,CTG1,CTG1,GT,5.6,NA,NA,NA,NA,FALSE,NA,NA,NG,DFO,NG,DFO,NA,NA,TRUE,NA,TRUE,FALSE,2019,NA,NA,NA,NA,NA,-78.673723,35.775583
IPP Non-CHP,FALSE,South Carolina,Beaufort,MCRD Parris Island PV Hybrid,61956,CHPP,CHPP,GT,3.5,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,NA,NA,NA,NA,NA,-80.694722,32.329402
IPP Non-CHP,FALSE,Texas,Victoria,Victoria Port Power II LLC,61966,VP2-1,VP2-1 (50),GT,50,50,NA,13.8,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2021,NA,NA,NA,NA,-96.946125,28.698477
IPP Non-CHP,FALSE,Texas,Victoria,Victoria Port Power II LLC,61966,VP2-2,VP2-2 (50),GT,50,50,NA,15,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2021,NA,NA,NA,NA,-96.946125,28.698477
IPP Non-CHP,FALSE,California,Los Angeles,AES Alamitos Energy Center,62115,CCT1,"1A (231.4), 1S (241.1)",CT/CA,339,351.95,NA,48.5,FALSE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2019,NA,NA,NA,NA,-118.100194,33.767229
IPP Non-CHP,FALSE,California,Los Angeles,AES Alamitos Energy Center,62115,CCT1,"1S (241.1), 1B (231.4)",CT/CA,339,351.95,NA,46.6,FALSE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2019,NA,NA,NA,NA,-118.100194,33.767229
IPP Non-CHP,FALSE,California,Orange,AES Huntington Beach Energy Project,62116,CCT1,"1A (231.4), 1S (241.1)",CT/CA,349.6,351.95,NA,51.5,FALSE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2019,NA,NA,NA,NA,-117.979372,33.645618
IPP Non-CHP,FALSE,California,Orange,AES Huntington Beach Energy Project,62116,CCT1,"1B (231.4), 1S (241.1)",CT/CA,349.6,351.95,NA,51.3,FALSE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2019,NA,NA,NA,NA,-117.979372,33.645618
Electric Utility,FALSE,Michigan,St Clair,Blue Water Energy Center,62192,BWEC,"11 (394.4), 1S (478.6)",CT/CA,633.7,633.7,NA,65.6,FALSE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2021,NA,NA,NA,NA,-82.479331,42.773716
Electric Utility,FALSE,Michigan,St Clair,Blue Water Energy Center,62192,BWEC,"1S (478.6), 12 (394.4)",CT/CA,633.7,633.7,NA,65.9,FALSE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2021,NA,NA,NA,NA,-82.479331,42.773716
Electric Utility,TRUE,Michigan,Wayne,Dearborn Energy Center,62289,CTCA,GTG-1,CT/CA,17.5,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,NA,NA,NA,NA,NA,-83.23125,42.2969
Electric Utility,TRUE,Michigan,Wayne,Dearborn Energy Center,62289,CTCA,GTG-2,CT/CA,17.5,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,NA,NA,NA,NA,NA,-83.23125,42.2969
Industrial CHP,TRUE,Alabama,Mobile,Kimberly Clark Mobile - CHP Plant,62449,KCMO,GT100,GT,25,NA,NA,NA,NA,NA,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,NA,NA,NA,NA,NA,-88.04977,30.737741
Industrial CHP,TRUE,Alabama,Mobile,Kimberly Clark Mobile - CHP Plant,62449,KCMO,GT200,GT,25,NA,NA,NA,NA,NA,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,NA,NA,NA,NA,NA,-88.04977,30.737741
IPP Non-CHP,FALSE,Texas,Harris,SJRR Power LLC,62548,SJ-1,SJ-1 (50),GT,50,50,NA,18.1,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.11148,29.88193
IPP Non-CHP,FALSE,Texas,Harris,SJRR Power LLC,62548,SJ-2,SJ-2 (50),GT,50,50,NA,17.5,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.11148,29.88193
IPP Non-CHP,FALSE,Pennsylvania,Greene,"Hill Top Energy Center, LLC",62565,GEN1,GEN1 (664.7),CS,664.7,664.7,NA,66.9,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2021,2021,NA,NA,NA,NA,-79.938201,39.894212
IPP Non-CHP,FALSE,Illinois,Will,"Jackson Generation, LLC",62926,1,01 (644.3),CS,644.3,644.3,NA,64.7,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2022,2021,NA,NA,NA,NA,-88.110626,41.438536
IPP Non-CHP,FALSE,Illinois,Will,"Jackson Generation, LLC",62926,2,02 (644.3),CS,644.3,644.3,NA,60.9,TRUE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2022,2021,NA,NA,NA,NA,-88.110626,41.438536
IPP Non-CHP,FALSE,Ohio,Guernsey,Guernsey Power Station,62949,GPS1,GPS1 (652.8),CS,685,652.8,NA,50.2,TRUE,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2022,NA,NA,NA,NA,-81.5354,39.9364
IPP Non-CHP,FALSE,Ohio,Guernsey,Guernsey Power Station,62949,GPS2,GPS2 (652.8),CS,685,652.8,NA,44.6,TRUE,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2022,NA,NA,NA,NA,-81.5354,39.9364
IPP Non-CHP,FALSE,Ohio,Guernsey,Guernsey Power Station,62949,GPS3,GPS3 (652.8),CS,685,652.8,NA,42.9,TRUE,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2022,NA,NA,NA,NA,-81.5354,39.9364
Electric Utility,FALSE,South Carolina,Pickens,Duke Energy CHP at Clemson University,63063,GT01,GT01,GT,13.4,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,NA,NA,NA,NA,NA,-82.8231,34.6779
Electric Utility,FALSE,Michigan,Eaton,Delta Energy Park,63259,804,"DEPST (89.2), DEPC3 (58)",CT/CA,NA,102.6,NA,42.3,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2021,NA,NA,NA,NA,-84.657783,42.690644
Electric Utility,FALSE,Michigan,Eaton,Delta Energy Park,63259,805,DEPS1 (58),CT/CA,NA,58,NA,9.5,NA,TRUE,FALSE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2021,NA,NA,NA,NA,-84.657783,42.690644
Electric Utility,FALSE,Michigan,Eaton,Delta Energy Park,63259,DEPS1,"DEPC2 (58), DEPST (89.2)",GT,58,102.6,NA,46.2,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2021,NA,NA,NA,NA,-84.657783,42.690644
IPP Non-CHP,FALSE,Texas,Harris,HO Clarke Generating,63335,CTG-1,CTG-1 (60.5),GT,60.5,60.5,NA,11.1,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2020,NA,NA,NA,NA,-95.45169,29.64536
IPP Non-CHP,FALSE,Texas,Harris,HO Clarke Generating,63335,CTG-2,CTG-2 (60.5),GT,60.5,60.5,NA,13.4,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2020,NA,NA,NA,NA,-95.45169,29.64536
IPP Non-CHP,FALSE,Texas,Harris,HO Clarke Generating,63335,CTG-3,CTG-3 (60.5),GT,60.5,60.5,NA,9.8,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2020,NA,NA,NA,NA,-95.45169,29.64536
