sector_name,is_CHP,state,county,plant_name,plant_code,unit_id,generator_id,prime_mover,nameplate_capacity_mw_EIA,nameplate_capacity_mw_CAPD,nameplate_capacity_mw_NESHAP,capacity_factor_percent,has_SCR_EIA,has_SCR_NEEDS,has_SCR_CAPD,has_SCR_NESHAP,energy_source_1,energy_source_2,energy_source_3,energy_source_4,energy_source_5,energy_source_6,is_multifuel_EIA,is_multifuel_NESHAP,is_fuel_switching,is_cofire,operating_year_EIA,operating_year_CAPD,permit_construction_date,turbine_make,turbine_model,emission_unit_description,x_coordinate,y_coordinate
IPP Non-CHP,FALSE,Texas,Harris,HO Clarke Generating,63335,CTG-4,CTG-4 (60.5),GT,60.5,60.5,NA,14.3,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2020,NA,NA,NA,NA,-95.45169,29.64536
IPP Non-CHP,FALSE,Texas,Harris,HO Clarke Generating,63335,CTG-5,CTG-5 (60.5),GT,60.5,60.5,NA,12.7,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2020,NA,NA,NA,NA,-95.45169,29.64536
IPP Non-CHP,FALSE,Texas,Harris,HO Clarke Generating,63335,CTG-6,CTG-6 (60.5),GT,60.5,60.5,NA,12.1,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2020,NA,NA,NA,NA,-95.45169,29.64536
IPP Non-CHP,FALSE,Texas,Harris,HO Clarke Generating,63335,CTG-7,CTG-7 (60.5),GT,60.5,60.5,NA,13.7,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2021,NA,NA,NA,NA,-95.45169,29.64536
IPP Non-CHP,FALSE,Texas,Harris,HO Clarke Generating,63335,CTG-8,CTG-8 (60.5),GT,60.5,60.5,NA,15.9,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2021,2021,NA,NA,NA,NA,-95.45169,29.64536
IPP CHP,TRUE,Utah,Utah,BYU Central Heating Plant,63423,GEN1,GEN1,GT,16.5,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2019,NA,NA,NA,NA,NA,-111.6462,40.24724
IPP Non-CHP,FALSE,Georgia,Cobb,Solar BESS Hybrid,63535,NG,NG,GT,1,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2022,NA,NA,NA,NA,NA,-84.556128,33.979348
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG-1,CTG-1 (60.5),GT,60.5,60.5,NA,16.6,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG-2,CTG-10 (60.5),GT,60.5,60.5,NA,15.5,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG-3,CTG-2 (60.5),GT,60.5,60.5,NA,19.3,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG-4,CTG-3 (60.5),GT,60.5,60.5,NA,18.9,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG-5,CTG-4 (60.5),GT,60.5,60.5,NA,18.6,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG-6,CTG-5 (60.5),GT,60.5,60.5,NA,18.6,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG-7,CTG-6 (60.5),GT,60.5,60.5,NA,19.3,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG-8,CTG-7 (60.5),GT,60.5,60.5,NA,17,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG-9,CTG-8 (60.5),GT,60.5,60.5,NA,16.6,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Texas,Galveston,Topaz Generating,63688,CTG10,CTG-9 (60.5),GT,60.5,60.5,NA,17,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2021,2021,NA,NA,NA,NA,-94.976667,29.426389
IPP Non-CHP,FALSE,Illinois,Grundy,CPV Three Rivers Energy Center,63931,GEN1,GEN1 (625),CS,650,625,NA,29.8,TRUE,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2023,2023,NA,NA,NA,NA,-88.284444,41.372222
IPP Non-CHP,FALSE,Illinois,Grundy,CPV Three Rivers Energy Center,63931,GEN2,GEN2 (625),CS,650,625,NA,31.5,TRUE,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2023,2023,NA,NA,NA,NA,-88.284444,41.372222
Electric Utility,FALSE,Wisconsin,Rock,West Riverside Energy Center,64020,S234,"CTG4 (232.9), STG2 (260.1)",CT/CA,361.6,362.95,NA,66.9,FALSE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2019,NA,NA,NA,NA,-89.041214,42.582051
Electric Utility,FALSE,Wisconsin,Rock,West Riverside Energy Center,64020,S234,"STG2 (260.1), CTG3 (232.9)",CT/CA,361.6,362.95,NA,61.5,FALSE,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2020,2019,NA,NA,NA,NA,-89.041214,42.582051
Industrial CHP,TRUE,Maryland,Howard,Maryland Bioenergy Center (Jessup),64241,CHP1,CHP1,GT,1.1,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2022,NA,NA,NA,NA,NA,-76.78042,39.1578
IPP Non-CHP,FALSE,Texas,Fort Bend,Braes Bayou Plant,64383,CTG-1,CTG-1 (60.5),GT,60.5,60.5,NA,11.3,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.620277,29.480277
IPP Non-CHP,FALSE,Texas,Fort Bend,Braes Bayou Plant,64383,CTG-2,CTG-2 (60.5),GT,60.5,60.5,NA,11.8,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.620277,29.480277
IPP Non-CHP,FALSE,Texas,Fort Bend,Braes Bayou Plant,64383,CTG-3,CTG-3 (60.5),GT,60.5,60.5,NA,8.6,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.620277,29.480277
IPP Non-CHP,FALSE,Texas,Fort Bend,Braes Bayou Plant,64383,CTG-4,CTG-4 (60.5),GT,60.5,60.5,NA,8.4,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.620277,29.480277
IPP Non-CHP,FALSE,Texas,Fort Bend,Braes Bayou Plant,64383,CTG-5,CTG-5 (60.5),GT,60.5,60.5,NA,7,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.620277,29.480277
IPP Non-CHP,FALSE,Texas,Fort Bend,Braes Bayou Plant,64383,CTG-6,CTG-6 (60.5),GT,60.5,60.5,NA,7.3,NA,TRUE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.620277,29.480277
IPP Non-CHP,FALSE,Texas,Fort Bend,Braes Bayou Plant,64383,CTG-7,CTG-7 (60.5),GT,60.5,60.5,NA,9.1,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.620277,29.480277
IPP Non-CHP,FALSE,Texas,Fort Bend,Braes Bayou Plant,64383,CTG-8,CTG-8 (60.5),GT,60.5,60.5,NA,9.6,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.620277,29.480277
Industrial CHP,TRUE,Indiana,Tippecanoe,Primient,64854,GTG01,GTG01 (30.9),GT,30.9,30.9,NA,54.9,NA,NA,FALSE,FALSE,NG,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2021,2021,2019, , ,Cogeneration Unit #1,-86.843695,40.376319
Industrial CHP,TRUE,Indiana,Tippecanoe,Primient,64854,GTG02,GTG02 (30.9),GT,30.9,30.9,NA,47.8,NA,NA,FALSE,FALSE,NG,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2021,2021,2019, , ,Cogeneration Unit #2,-86.843695,40.376319
IPP Non-CHP,FALSE,Texas,Brazoria,Mark One Power Station,65372,CTG-1,CTG-1 (60.5),GT,60.5,60.5,NA,4.5,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.430756,29.227109
IPP Non-CHP,FALSE,Texas,Brazoria,Mark One Power Station,65372,CTG-2,CTG-2 (60.5),GT,60.5,60.5,NA,5.4,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.430756,29.227109
IPP Non-CHP,FALSE,Texas,Brazoria,Mark One Power Station,65372,CTG-3,CTG-3 (60.5),GT,60.5,60.5,NA,4.9,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.430756,29.227109
IPP Non-CHP,FALSE,Texas,Brazoria,Mark One Power Station,65372,CTG-4,CTG-4 (60.5),GT,60.5,60.5,NA,4.4,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.430756,29.227109
IPP Non-CHP,FALSE,Texas,Brazoria,Mark One Power Station,65372,CTG-5,CTG-5 (60.5),GT,60.5,60.5,NA,3.6,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.430756,29.227109
IPP Non-CHP,FALSE,Texas,Brazoria,Mark One Power Station,65372,CTG-6,CTG-6 (60.5),GT,60.5,60.5,NA,4,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,2022,NA,NA,NA,NA,-95.430756,29.227109
NA,NA,Texas,Brazoria,Brotman Power Station,65373,CT-7,CTG-7 (60.5),combustion turbine,NA,60.5,NA,4.8,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,-95.4351,29.3642
NA,NA,Texas,Brazoria,Brotman Power Station,65373,CT-8,CTG-8 (60.5),combustion turbine,NA,60.5,NA,4.7,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,-95.4351,29.3642
IPP Non-CHP,FALSE,Texas,Brazoria,Brotman Power Station,65373,CTG-1,CTG-1 (60.5),GT,60.5,60.5,NA,9.9,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2023,NA,NA,NA,NA,-95.435068,29.364128
IPP Non-CHP,FALSE,Texas,Brazoria,Brotman Power Station,65373,CTG-2,CTG-2 (60.5),GT,60.5,60.5,NA,9.6,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2023,NA,NA,NA,NA,-95.435068,29.364128
IPP Non-CHP,FALSE,Texas,Brazoria,Brotman Power Station,65373,CTG-3,CTG-3 (60.5),GT,60.5,60.5,NA,6.1,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2023,NA,NA,NA,NA,-95.435068,29.364128
IPP Non-CHP,FALSE,Texas,Brazoria,Brotman Power Station,65373,CTG-4,CTG-4 (60.5),GT,60.5,60.5,NA,8.7,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2023,NA,NA,NA,NA,-95.435068,29.364128
IPP Non-CHP,FALSE,Texas,Brazoria,Brotman Power Station,65373,CTG-5,CTG-5 (60.5),GT,60.5,60.5,NA,7.8,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2023,NA,NA,NA,NA,-95.435068,29.364128
IPP Non-CHP,FALSE,Texas,Brazoria,Brotman Power Station,65373,CTG-6,CTG-6 (60.5),GT,60.5,60.5,NA,7.7,NA,FALSE,TRUE,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2023,2023,NA,NA,NA,NA,-95.435068,29.364128
Electric Utility,TRUE,Indiana,Tippecanoe,Purdue CHP,65400,PUCHP,PUCHP,GT,13.3,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,NA,NA,NA,NA,NA,-86.915334,40.417023
Industrial CHP,TRUE,Minnesota,Dakota,"Flint Hills Resources Pine Bend, LLC",65405,CHP1,CTG,CT/CA,73.4,NA,NA,NA,TRUE,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,2019,NA,NA,NA,NA,NA,-93.02119,44.45483
Industrial CHP,TRUE,Kansas,Rice,"Kansas Ethanol, LLC",65512,KSET,KSET,GT,13.5,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2020,NA,NA,NA,NA,NA,-98.192128,38.286173
Electric Utility,FALSE,Florida,Broward,Dania Beach 7,65978,DBCC,"7GT1 (385.6), ST7 (391.8)",CT/CA,723.85,581.5,430,51.3,FALSE,FALSE,TRUE,TRUE,NG,DFO,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,2022,2022,2022,GE,7HA,430 MW Combustion Turbine with HRSG,-80.1984,26.0686
Electric Utility,FALSE,Florida,Broward,Dania Beach 7,65978,DBCC,"ST7 (391.8), 7GT2 (385.6)",CT/CA,723.85,581.5,430,60.8,FALSE,FALSE,TRUE,TRUE,NG,DFO,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,2022,2022,2022,GE,7HA,430 MW Combustion Turbine with HRSG,-80.1984,26.0686
Industrial CHP,TRUE,Massachusetts,Worcester,Norton Powerhouse 2,66018,GEN3,GEN3,GT,4.6,NA,NA,NA,NA,FALSE,NA,NA,NG,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,2022,NA,NA,NA,NA,NA,-71.804,42.299
Compressor Station,NA,Michigan,Washtenaw,DTE Gas - Willow Run Compressor Station,NA,NA,NA,Simple Cycle,NA,NA,5.74,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2018,Solar,NA,Turbine,-83.551974,42.252282
Compressor Station,NA,Michigan,Oakland,DTE Gas Milford Compressor Station,NA,NA,NA,Simple Cycle,NA,NA,7.83,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2018,NA,NA,Turbine,-83.564182,42.544413
Compressor Station,NA,Michigan,Oakland,DTE Gas Milford Compressor Station,NA,NA,NA,Simple Cycle,NA,NA,7.83,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2018,NA,NA,Turbine,-83.564182,42.544413
Compressor Station,NA,Michigan,Oakland,DTE Gas Milford Compressor Station,NA,NA,NA,Simple Cycle,NA,NA,7.83,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2018,NA,NA,Turbine,-83.564182,42.544413
Compressor Station,NA,Michigan,Clare,Muskegon River Compressor Station,NA,NA,NA,Simple Cycle,NA,NA,8.52,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2022,Solar,Taurus 70,Natural Gas Turbine,-82.6724,28.96829
Compressor Station,NA,Nebraska,Gage,Northern Natural Gas Co - Beatrice,NA,NA,NA,Simple Cycle,NA,NA,11.86,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2021,Solar,Mars 100-16000s,Solar Combustion Turbine - Unit 29,-96.743881,40.221362
Compressor Station,NA,Kansas,Rice,Northern Natural Gas Co - Bushton,NA,NA,NA,Simple Cycle,NA,NA,11.86,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2020,Solar,Mars 100-16000s,Solar Combustion Turbine - Unit 33,-98.354757,38.51852
Compressor Station,NA,Kansas,Kiowa,Northern Natural Gas Co - Mullinville,NA,NA,NA,Simple Cycle,NA,NA,11.86,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,Solar,Mars 100-16000s,Solar Combustion Turbine - Unit 27,-99.413145,37.58972
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Industrial (Process),NA,Louisiana,Cameron Parish,Cameron LNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2019,NA,NA,Refrigeration Compressor Turbine,-93.33663,30.304483
Power Plant,NA,NA,Toa Baja,"Puerto Rico Electric Power Authority, Palo Seco",NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,2019,NA,NA,MOBILEPAC® combustion turbine 3,-66.1489,18.4551
Power Plant,NA,NA,Toa Baja,"Puerto Rico Electric Power Authority, Palo Seco",NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,2019,NA,NA,MOBILEPAC® combustion turbine 1,-66.1489,18.4551
Power Plant,NA,NA,Toa Baja,"Puerto Rico Electric Power Authority, Palo Seco",NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,2019,NA,NA,MOBILEPAC® combustion turbine 2,-66.1489,18.4551
